UCL博士生创业一年，造出最强AI「ML工程师」，OpenAI盖戳认证,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940508&idx=1&sn=1483718d500bc76557d5397827638c7f&chksm=84e7e022b3906934994976f420e96f5aaf6a7d87bd799d96b354e167253833e2f445186d5cad#rd,2024-10-26 12:18:18
控制电脑手机的智能体人人都能造，微软开源OmniParser,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940508&idx=2&sn=e80aa4b0b65e715882b8d7226fe25259&chksm=84e7e022b3906934cacc911117c249d6b452d76a1e00493bfcda4fa4cb4c49e5496cc59ddf60#rd,2024-10-26 12:18:18
Waymo获得56亿美元融资，有史以来最大一轮,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940508&idx=3&sn=b0cf3f30184a29b41f8258523a19e900&chksm=84e7e022b39069341bd0f9ab57cf0d1c35e4eac385c283297eee49d95ee61a1e2bcc48e6202d#rd,2024-10-26 12:18:18
手搓迪士尼同款机器人，总花费不到1500美元,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940508&idx=4&sn=b2d0d667a3c6980e0167205084f5715b&chksm=84e7e022b3906934d589314f054df0e6fe500e7082a5696d8d65addf69ccfa98034c6de417c3#rd,2024-10-26 12:18:18
无需训练即可创建数字人，字节PersonaTalk视频口型编辑超SOTA,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940508&idx=5&sn=33555596caeea4a7f80814b712c81f46&chksm=84e7e022b3906934a3b18f507089bdc67169911b8ba97d26c0ef09b23a6a0b4663a7f2631f9c#rd,2024-10-26 12:18:18
刚刚，我们感受了一波最「像人」的国产AI，模型还是开源的,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940454&idx=1&sn=5e956a7c118a8ab015916965a49df3fa&chksm=84e7e058b390694ef18b7f45e388626b124afe87c8a7a6178d092ba87e0e3278aa2c1e68145b#rd,2024-10-25 17:29:05
让AI像人类一样操作手机，华为也做出来了,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940454&idx=2&sn=5cbb1046bbfe18f27760d54044ccb9c3&chksm=84e7e058b390694eb5699677ccb89811aa8372fdcb435c38dfb372be35d9220022bbeb3836a2#rd,2024-10-25 17:29:05
稚晖君来填坑：开源灵犀X1全套图纸+代码，复刻搞起来,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940454&idx=3&sn=e31c29887d6f0a2f7f549b439dd73005&chksm=84e7e058b390694e38bc291384f09169e542c8acaac3d7f8bbd796c834e968a1911eda28f031#rd,2024-10-25 17:29:05
与OpenAI o1技术理念相似，TDPO-R算法有效缓解奖励过优化问题,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940454&idx=4&sn=6c3b8104b3c3f754012fc47c93a087ca&chksm=84e7e058b390694ef9d7d6631cb2c5cd80ecc27ced8d79f2d64b3f91348b74a7787194883a0c#rd,2024-10-25 17:29:05
他们掰开神经元，终于让大模型9.8大于9.11了：神秘创业公司，开源AI「洗脑」工具,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940174&idx=1&sn=2accc1bd4b05ed08d2bab349dbed4606&chksm=84e7e770b3906e66804f11cf893e16a25d6a89cb1c7be7c13cfb95e7d78449556195fd47f335#rd,2024-10-24 12:59:30
100%英伟达的错：黄仁勋确认Blackwell缺陷修复，明年初出货,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940174&idx=2&sn=939f170904c18aae74bae5167bd0879d&chksm=84e7e770b3906e66d19467281ea4a297daf9474940370e32a549740aae594df2d93b2435dd0d#rd,2024-10-24 12:59:30
Nature专业户DeepMind又登封面，开源水印技术SynthID-Text，Gemini已经用上了,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940174&idx=3&sn=16010aae051b03aa6599d9b665c9fb0c&chksm=84e7e770b3906e66016c0502861d3aa550bd6e1b7a39ff60989e649f42e99d886e66f66177bc#rd,2024-10-24 12:59:30
​哪个模型擅长调用工具？这个7B模型跻身工具调用综合榜单第一,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940174&idx=4&sn=ed1d8426641f7ec9aba146b5b9c1ec92&chksm=84e7e770b3906e663748743a2081699b5b557a038e0b52675281c83a4197d1188523830a1907#rd,2024-10-24 12:59:30
荣耀MagicOS 9.0来了个全局智能体，AI手机方向变了,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940077&idx=1&sn=57c5e6170f52fac563ad96833ffcb8f1&chksm=84e7e6d3b3906fc5d968cb3d21ebf6e55c3b7b5c94e9ca1b50f65de6c1b1a1488beb8fd98e0d#rd,2024-10-23 20:20:45
朱玉可团队新作：看一眼就能模仿，大模型让机器人轻松学会撒盐,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MjgzMw==&mid=2650940077&idx=2&sn=cb9353cf957897cc68951b0d40a3e217&chksm=84e7e6d3b3906fc5f513ab014ca9af5d15aa8cd9cecd41a11ee98b223802215c807f6b3e2a7f#rd,2024-10-23 20:20:45
